address,country,latitude,longitude,locationName,locationOwner,locationOwnerId,inboundMode,outboundMode,servicingCarriers,splc,zipCode,cityState
1753 N 6TH AVE,US,43.45182,-83.928146,NUTRIEN AG-SAGINAW,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL,RAIL,HESR|LSRC,316100000,48601,"SAGINAW, MI"
5606 N WESTERVELT RD,US,43.489802,-83.915514,SARGENT DOCKS-SAGINAW,SARGENT DOCKS TERMINAL INC,,RAIL,RAIL,HESR,316214000,48604,"SAGINAW, MI"
"",US,41.02613,-87.71346,ST ANNE IL- RR STATION,"","",RAIL,RAIL,KBSR|UP,384478000,60964,"SAINT ANNE, IL"
104 W 4TH ST,US,43.3787,-92.9192,NEW COOPERATIVE-SAINT ANSGAR,NEW COOPERATIVE INC,0017000000yIUtv,RAIL|TRUCK,RAIL|TRUCK,CN,532249000,50472,"SAINT ANSGAR, IA"
1372 STATE LINE ST,US,43.4972,-92.95668,ABSOLUTE ENERGY-SAINT ANSGAR,ABSOLUTE ENERGY LLC,0014u00002AkSY0,RAIL|TRUCK,RAIL|TRUCK,CN|CPRS,532241000,50472,"SAINT ANSGAR, IA"
2555 S YELLOWSTONE HWY,US,43.944407,-111.696637,J R-SAINT ANTHONY,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,EIRR|UP,832180000,83445,"SAINT ANTHONY, ID"
35 N COMMERCIAL,US,38.3482116,-90.9875215,"MFA INCORPORATED SAINT CLAIR, MO",MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,BNSF,567981000,63077,"SAINT CLAIR, MO"
,US,41.5737,-97.8571,CENTRAL VALLEY-SAINT EDWARD,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,TRUCK,TRUCK,"","",68660,"SAINT EDWARD, NE"
"",US,29.99858,-90.85428,ST JAMES LA- RR STATION,"","",RAIL,RAIL,UP,645588000,70086,"SAINT JAMES, LA"
823 1ST AVE S,US,43.9833,-94.6249,CENTRAL FARM-SAINT JAMES,CENTRAL FARM SERVICE,0017000001Uw4AZ,RAIL|TRUCK,RAIL|TRUCK,UP,508550000,56081,"SAINT JAMES, MN"
203 E FLORENCE RD,US,39.7356,-94.8569,MACROSOURCE ST JOSEPH,MACROSOURCE LLC,0014u00001zo2Xu,RAIL|TRUCK,RAIL|TRUCK,BNSF,566330000,64504,"SAINT JOSEPH, MO"
2715 S 6TH ST,US,39.73833176,-94.85221153,MFA INCORPORATED-SAINT JOSEPH MO,MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,566330000,64504,"SAINT JOSEPH, MO"
4620 SE 169 HWY,US,39.7469,-94.8027,HELENA AGRIENTERPRISES-SAINT JOSEPH,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",64507,"SAINT JOSEPH, MO"
715 E WASHINGTON ST,US,43.408192,-84.596443,TIMAC AGRO-SAINT LOUIS,TIMAC AGRO USA INC,0017000000yIW08,RAIL,RAIL,MMRR,316369000,48880,"SAINT LOUIS, MI"
2101 CLIFTON AVE,US,38.6113,-90.2915,CHEMISPHERE CORPORATION (SAINT LOUIS),CHEMISPHERE CORPORATION,0010g00001ePhJD,RAIL,RAIL,BNSF|CN|CSXT|KCS|NS|UP,567500000,63139,"SAINT LOUIS, MO"
1 ANGELICA ST,US,38.6712071,-90.1903036,"ST LOUIS, MO - OAKLEY",OAKLEY FERTILIZER INC,0017000000yIUtL,RAIL|TRUCK,RAIL|TRUCK,ALS|BNSF|CMR|CN|CSXT|KCS|NS|PHRR|TRRA|UP,567500000,63147,"SAINT LOUIS, MO"
25905 JEFFREY RD,US,39.281273,-96.120003,JEFFERY ENERGY-SAINT MARYS,JEFFERY ENERGY CENTER,,RAIL|TRUCK,RAIL|TRUCK,UP,582617000,66536,"SAINT MARYS, KS"
637 BARGE CHANNEL RD,US,44.9248,-93.0583,INGREDIENT TRANSPORT-SAINT PAUL,INGREDIENT TRANSPORT LLC,0017000001YDhWk,TRUCK,TRUCK,,,55107,"SAINT PAUL, MN"
50 CHESTER ST,US,44.9456,-93.077,"ST PAUL, MN - CHS",CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,BNSF|CN|CPRS|TCWR|UP,504713000,55107,"SAINT PAUL, MN"
2130 ENERGY PARK DR,US,44.9801,-93.1768,BRENNTAG GREAT (SAINT PAUL),BRENNTAG GREAT LAKES LLC,0017000000yIPa3,RAIL,RAIL,BNSF|CN|CPRS|TCWR|UP,504538000,55108,"SAINT PAUL, MN"
2355 CAPP ROAD ST,US,44.9714168,-93.1926709,"PRAIRIE TRANSPORTATION SAINT PAUL, MN",PRAIRIE TRANSPORTATION INC,,RAIL|TRUCK,RAIL|TRUCK,BNSF|CPRS|TCWR|UP,504450000,55114,"SAINT PAUL, MN"
51 MARYLAND AVE E,US,44.9928,-93.1008,SPLASH PRODUCTS (SAINT PAUL),SPLASH PRODUCTS INC,"",RAIL,RAIL,CPRS,504467000,55117,"SAINT PAUL, MN"
1061 RED ROCK RD,US,44.908,-93.019,VITERRA USA GRAIN LLC - SAINT PAUL,VITERRA USA GRAIN LLC,0014u0000275yDl,RAIL|TRUCK,RAIL|TRUCK,BNSF|CN|CPRS|MNNR|TCWR|UP,504295000,55119,"SAINT PAUL, MN"
205 W 5TH ST,US,38.8661,-88.8557,NUTRIEN AG-SAINT PETER,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62880,"SAINT PETER, IL"
37597 MN22,US,44.412,-94.1143,UNITED FARMERS-SAINT PETER MN,UNITED FARMERS COOPERATIVE,0017000000yIUz5,TRUCK,TRUCK,"","",56082,"SAINT PETER, MN"
,US,37.947219,-90.019773,GATEWAY FS-SAINTE GENEVIEVE,GATEWAY FS INC,0017000000yIQAs,TRUCK,TRUCK,"","",63670,"SAINTE GENEVIEVE, MO"
10940 INDUSTRIAL DR,US,37.963703,-90.06508,PRAIRIELAND FS-SAINTE GENEVIEVE,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,,,63670,"SAINTE GENEVIEVE, MO"
2952 FRANKLIN AVE,US,40.8788,-91.6213,CHEM GRO-SALEM,CHEM GRO OF HOUGHTON INC,0017000000yIV12,TRUCK,TRUCK,"","",52649,"SALEM, IA"
"",US,38.65674,-88.91108,SALEM IL- RR STATION,"","",RAIL,RAIL,UP,395650000,62881,"SALEM, IL"
TONTI RD,US,38.663784,-88.976014,EFFINGHAM EQUITY-TONTI,EFFINGHAM EQUITY,0017000000yIUzn,RAIL|TRUCK,RAIL|TRUCK,CN,395647000,62881,"SALEM, IL"
4134 STATE ROUTE 22,US,43.148838,-73.354828,CAROLINA EASTERN-SALEM,CAROLINA EASTERN INC,0017000000yIW4K,RAIL,RAIL,BKRR,171627000,12865,"SALEM, NY"
4195 SALEM INDUSTRIAL DR NE,US,44.985206,-123.004795,HELENA AGRIENTERPRISES-SALEM,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,BNSF|PNWR|UP,854150000,97301,"SALEM, OR"
8850 RIVER RD NE,US,45.044691,-122.993956,WHITES HAULING-SALEM,WHITES HAULING AND FARMING LLC,,RAIL,RAIL,BNSF|PNWR,854136000,97303,"SALEM, OR"
3630 BROOKLAKE RD NE,US,45.04889,-122.985003,NUTRIEN AG-SALEM,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL,RAIL,BNSF|PNWR,854136000,97303,"SALEM, OR"
25621 US HWY 81,US,43.669374,-97.389435,WILBURELLIS COMPANY-SALEM,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,"","",57058,"SALEM, SD"
2461 CENTENNIAL RD,US,38.797398,-97.634227,WINFIELD SOLUTIONS-SALINA,WINFIELD SOLUTIONS LLC,0017000000yIUl7,RAIL|TRUCK,RAIL|TRUCK,UP,586420000,67401,"SALINA, KS"
484 STATE RD 24,US,38.9533,-111.8626,BEAR RIVER-SALINA,BEAR RIVER VALLEY COOP,0017000000yIV1y,TRUCK,TRUCK,,,84654,"SALINA, UT"
1143 TERVEN AVE,US,36.6618822,-121.6250888,"NUTRIEN AG SALINAS, CA",NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,UP,879720000,93901,"SALINAS, CA"
1505 ABBOTT ST,US,36.651598,-121.6216725,"WILBURELLIS COMPANY SALINAS, CA",WILBURELLIS COMPANY,0017000000yIUoL,RAIL|TRUCK,RAIL|TRUCK,UP,879720000,93902,"SALINAS, CA"
204 W FRONT ST,US,39.4248409,-92.8041399,MFA INCORPORATED-SALISBURY,MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,NS,565782000,65281,"SALISBURY, MO"
315 TAMA ST,US,42.308042,-96.286037,RAND AG-SALIX,RAND AG CHEMICAL,0010g00001lDcGT,TRUCK,TRUCK,"","",51052,"SALIX, IA"
"",US,33.78191,-113.61425,SALOME AZ- RR STATION,"","",RAIL,RAIL,BNSF,797970000,85348,"SALOME, AZ"
1905 W FORTUNE RD,US,40.7466,-111.9418,THATCHER COMPANY (SALT LAKE CITY),THATCHER COMPANY,"",RAIL,RAIL,BNSF|SL|UP,762800000,84104,"SALT LAKE CITY, UT"
2334 W DIRECTORS ROW,US,40.746716,-111.95264,BRENNTAG PACIFIC-SALT LAKE CITY,BRENNTAG PACIFIC INC,0017000001SOPmk,RAIL,RAIL,BNSF,762800000,84104,"SALT LAKE CITY, UT"
"",US,29.42871,-98.50598,SAN ANTONIO TX- RR STATION,"","",RAIL,RAIL,UP,687500000,78205,"SAN ANTONIO, TX"
471 S HWY 16,US,31.176951,-98.719031,"THE J SAN SABA, TX",THE J C SMITH CO,0017000000yIV7B,RAIL|TRUCK,RAIL|TRUCK,BNSF,690530000,76877,"SAN SABA, TX"
307 W 1ST ST,US,43.180222,-95.658989,FARMERS COOPERATIVE-SANBORN,FARMERS COOPERATIVE SOCIETY,0010g00001eOJq0,RAIL|TRUCK,RAIL|TRUCK,CPRS,542624000,51248,"SANBORN, IA"
PO BOX 76,US,44.2064,-95.1318,MEADOWLAND FARMERS-SANBORN MN,MEADOWLAND FARMERS COOP,0017000000yIUuz,RAIL|TRUCK,RAIL|TRUCK,CPRS,509292000,56083,"SANBORN, MN"
206 E MORROW RD,US,36.132594,-96.103215,BRENNTAG SOUTHWEST-SAND SPRINGS,BRENNTAG SOUTHWEST INC,0017000000yIV1j,RAIL|TRUCK,RAIL|TRUCK,SS,622258000,74063,"SAND SPRINGS, OK"
910 RANGE RD,US,38.633503,-89.099854,SOUTH CENTRAL-SANDOVAL,SOUTH CENTRAL FS INC,0017000000yIRKk,TRUCK,TRUCK,"","",62882,"SANDOVAL, IL"
"",US,28.8064,-81.29215,SANFORD FL- RR STATION,"","",RAIL,RAIL,CSXT,496210000,32771,"SANFORD, FL"
7598 STATE RTE 20,US,43.1398054,-76.3718164,SANGERFIELD GRAIN-SANGERFIELD,SANGERFIELD GRAIN CO,,RAIL,RAIL,NYSW,181898000,13455,"SANGERFIELD, NY"
7610 STATE RT 20,US,43.1399878,-76.3720935,GROWMARK FS-SANGERFIELD,GROWMARK FS LLC,0017000000yIUfQ,RAIL,RAIL,NYSW,181898000,13455,"SANGERFIELD, NY"
301 E ALTON AVE,US,33.7053578,-117.8644463,"DEF CHEMICAL SANTA ANA, CA",DEF CHEMICAL INC,,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,883660000,92707,"SANTA ANA, CA"
"",US,33.93264,-118.06134,SANTA FE SPRINGS CA- RR STATION,"","",RAIL,RAIL,BNSF,883641000,90670,"SANTA FE SPRINGS, CA"
4533 EDENBURY DR,US,34.8737463,-120.4535915,"SANTIAGO FLORES SANTA MARIA, CA",SANTIAGO FLORES,,RAIL|TRUCK,RAIL|TRUCK,UP,885120000,93455,"SANTA MARIA, CA"
609 S DEPOT ST,US,34.9476161,-120.4439986,"AGRX SANTA SANTA MARIA, CA",AGRX SANTA MARIA CA,,RAIL|TRUCK,RAIL|TRUCK,UP,885120000,93458,"SANTA MARIA, CA"
285 RAY RD,US,34.9532508,-120.5052197,"BRANDT AG SANTA MARIA, CA",BRANDT AG PRODUCTS SANTA MARIA,,RAIL|TRUCK,RAIL|TRUCK,UP,885120000,93458,"SANTA MARIA, CA"
2168 165TH AVE,US,45.5393,-93.8202,CENTRASOTA COOPERATIVE-SANTIAGO,CENTRASOTA COOPERATIVE,0017000000yIV1B,TRUCK,TRUCK,"","",55377,"SANTIAGO, MN"
304 MAIN ST NW,US,43.80512,-92.80682,NUTRIEN AG-SARGEANT,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",55973,"SARGEANT, MN"
4 PITZMAN AVE,US,38.59108,-90.1909,SAUGET IL- MIDWEST AGRI-CHEM,SCF TERMINALS LLC DBA SCF LEWIS AND CLARK TERMINALS LLC,0017000000yIRD1,RAIL|TRUCK,RAIL|TRUCK,ALS|BNSF|CMR|CN|CSXT|KCS|NS|PHRR|TRRA|UP,396609000,62201,"SAUGET, IL"
10 PITZMAN AVE,US,38.6016,-90.1801,MACROSOURCE LLC-SAUGET,MACROSOURCE LLC,0014u00001zo2Xu,RAIL|TRUCK,RAIL|TRUCK,ALS|BNSF|CN|CSXT|KCS|NS|TRRA|UP,396609000,62201,"SAUGET, IL"
801 BELTLINE RD,US,45.7253,-94.9577,NUTRIEN AG-SAUK CENTRE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",56378,"SAUK CENTRE, MN"
19433 N 2700 E RD,US,40.912,-88.416,NUTRIEN AG-SAUNEMIN,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61769,"SAUNEMIN, IL"
"",US,44.77944,-93.34089,SAVAGE MN- RR STATION,"","",RAIL,RAIL,UP,504810000,55378,"SAVAGE, MN"
1609 W CHESTNUT ST,US,39.944527,-94.846336,MFA INCORPORATED-SAVANNAH,MFA INCORPORATED,0017000000yIUvC,TRUCK,TRUCK,"","",64485,"SAVANNAH, MO"
18676 HWY 152,US,35.2907,-99.6561,HAMPEL OIL (SAYRE),HAMPEL OIL DISTRIBUTORS INC,00170000013kTwL,TRUCK|RAIL,TRUCK|RAIL,BNSF|FMRC,636730000,73662,"SAYRE, OK"
212 MAIN ST,US,42.893486,-73.586853,HOOSAC VALLEY-SCHAGHTICOKE,HOOSAC VALLEY FARMERS EXCHANGE,,RAIL,RAIL,PAS,173137000,12154,"SCHAGHTICOKE, NY"
605 AMES ST,US,42.4997,-95.293,NEW COOPERATIVE-SCHALLER,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",51053,"SCHALLER, IA"
102 W 1ST ST,US,42.501,-95.2936,AGSTATE -SCHALLER,AGSTATE,0014u00001yQCNb,TRUCK,TRUCK,"","",51053,"SCHALLER, IA"
112 OAK AVE,US,42.16626,-95.434517,FARMERS COOPERATIVE-SCHLESWIG,FARMERS COOPERATIVE ELEVATOR COMPANY ARCADIA IA,0017000000yIQ51,TRUCK,TRUCK,"","",51461,"SCHLESWIG, IA"
16721 US 131,US,42.0749815,-85.6353674,KEYSTONE COOPERATIVE-SCHOOLCRAFT,KEYSTONE COOPERATIVE INC,0014u000029eX5u,RAIL|TRUCK,RAIL|TRUCK,GDLK,319295000,49087,"SCHOOLCRAFT, MI"
,US,42.1191,-85.66,CF SCHOOLCRAFT,KEYSTONE COOPERATIVE INC,0014u000029eX5u,TRUCK,TRUCK,,,49087,"SCHOOLCRAFT, MI"
1303 G ST,US,41.44946,-97.05157,SCHUYLER COOPERATIVE-SCHUYLER,SCHUYLER COOPERATIVE ASSOCIATION,0017000000yIUr5,RAIL|TRUCK,RAIL|TRUCK,UP,554070000,68661,"SCHUYLER, NE"
840 W 13TH ST,US,41.449788,-97.07155,FRONTIER COOPERATIVE-SCHUYLER,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,RAIL|TRUCK,RAIL|TRUCK,UP,554070000,68661,"SCHUYLER, NE"
101 E WASHINGTON ST,US,40.5608,-90.7517,NUTRIEN AG-SCIOTA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61475,"SCIOTA, IL"
"",US,32.67903,-81.24341,SCOTIA SC- RR STATION,"","",RAIL,RAIL,CSXT,449483000,29939,"SCOTIA, SC"
410 E 1ST ST,US,38.486724,-100.902452,SCOTT COOPERATIVE-SCOTT CITY,SCOTT COOPERATIVE ASSOCIATION,0010g00001adVH2,RAIL|TRUCK,RAIL|TRUCK,BNSF|KO|UP,595955000,67871,"SCOTT CITY, KS"
10471 W RD 270,US,38.655638,-101.100402,LAUREN JANZEN-SCOTT CITY,LAUREN JANZEN,,TRUCK,TRUCK,,,67871,"SCOTT CITY, KS"
107 RUSHING RD,US,37.2453,-89.4981,HELM FERTILIZER-SCOTT CITY,HELM FERTILIZER CORP,0017000000yIUxl,RAIL|TRUCK,RAIL|TRUCK,BNSF|SE|UP,577208000,63780,"SCOTT CITY, MO"
1018 W 26TH ST,US,41.872306,-103.679564,SIMPLOT GROWER-SCOTTSBLUFF,SIMPLOT GROWER SOLUTIONS,,RAIL|TRUCK,RAIL|TRUCK,BNSF,556330000,69361,"SCOTTSBLUFF, NE"
14212 E 7TH ST,US,41.8748,-103.6588,HELENA AGRIENTERPRISES-SCOTTSBLUFF,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,BNSF,556330000,69361,"SCOTTSBLUFF, NE"
"",US,39.54363,-97.95454,SCOTTSVILLE KS- RR STATION,"","",RAIL,RAIL,UP,583713000,67420,"SCOTTSVILLE, KS"
1204 MAIN ST,US,42.019665,-94.545566,LANDUS COOPERATIVE-SCRANTON,LANDUS COOPERATIVE,0017000000yIUz4,RAIL|TRUCK,RAIL|TRUCK,UP,545474000,51462,"SCRANTON, IA"
12804 90TH ST SW,US,46.126171,-103.051836,GASCOYNE MATERIALS-SCRANTON,GASCOYNE MATERIALS HANDLING RECYCLING LLC,,RAIL,RAIL,BNSF,519832000,58653,"SCRANTON, ND"
12 HAMILTON ST SE,US,46.1445,-103.137,N-7 SCRANTON,SCRANTON EQUITY,,RAIL|TRUCK,RAIL|TRUCK,BNSF,519965000,58653,"SCRANTON, ND"
7501 STATE HWY 185 N,US,28.4116,-96.6944,UNION CARBIDE-SEADRIFT,UNION CARBIDE COPORATION,,RAIL,RAIL,UP,688163000,77983,"SEADRIFT, TX"
101 STATE HWY 83 E,US,32.944093,-102.560265,NUTRIEN AG-SEAGRAVES,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,BNSF|LBWR|UP,679420000,79359,"SEAGRAVES, TX"
1952 TEXAS 36 N,US,29.8026363,-96.1614398,POSTIVE FEED-SEALY,POSTIVE FEED LTD,0010g00001aJyaw,TRUCK,TRUCK,,,77474,"SEALY, TX"
34 KIDDER POINT RD,US,44.4664287,-68.8811641,"GAC CHEMICAL SEARSPORT, ME",GAC CHEMICAL CORP,,RAIL|TRUCK,RAIL|TRUCK,CPRS,117161000,04974,"SEARSPORT, ME"
6900 FOX AVE S,US,47.5403392,-122.3255199,"CASCADE COLUMBIA SEATTLE, WA",CASCADE COLUMBIA DIST CO,,RAIL|TRUCK,RAIL|TRUCK,ARR|BNSF,845200000,98108,"SEATTLE, WA"
6900 FOX AVE S,US,47.5404,-122.326,CASCADE COLUMBIA (SEATTLE),CASCADE COLUMBIA DISTRIBUTION,0014u0000275Ggo,RAIL,RAIL,UP,845200000,98108,"SEATTLE, WA"
3620 DAVID RAMIREZ ST,US,26.3511,-97.6632,WILLACY COOP-SEBASTIAN,WILLACY COOP,,RAIL,RAIL,UP,689790000,78594,"SEBASTIAN, TX"
422 WEBSTER TURN DR,US,27.4604232,-81.3515064,"TURF CARE SEBRING, FL",TURF CARE SUPPLY LLC,0017000000yW3n9,RAIL|TRUCK,RAIL|TRUCK,CSXT,498120000,33870,"SEBRING, FL"
2420 CLINTON RD,US,38.690734,-93.245101,AG COOP-SEDALIA,AG COOP SERVICES INC,0017000000yIV3J,TRUCK,TRUCK,"","",65301,"SEDALIA, MO"
2200 CLINTON RD,US,38.692474,-93.240743,PRAIRIELAND FS-SEDALIA,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,,,65301,"SEDALIA, MO"
303 N PARK AVE,US,38.713809,-93.240902,MFA INCORPORATED-SEDALIA,MFA INCORPORATED SEDALIA WAREHOUSE,,TRUCK,TRUCK,,,65301,"SEDALIA, MO"
15802 W 109TH ST N,US,37.885184,-97.526087,FARMERS COOPERATIVE-SEDGWICK,FARMERS COOPERATIVE ELEVATOR COMPANY,,TRUCK,TRUCK,,,67135,"SEDGWICK, KS"
207 N RAILWAY ST,US,45.4715,-100.0314,CHS RIVER-SELBY,CHS RIVER PLAINS,0017000000yIUVG,RAIL|TRUCK,RAIL|TRUCK,BNSF,522530000,57472,"SELBY, SD"
1507 3RD AVE,US,45.504189,-100.030458,CHS INC-SELBY,CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,BNSF,522530000,57472,"SELBY, SD"
101 RAILROAD AVE,US,45.5063788,-100.0320657,NORTHERN PLAINS-SELBY,NORTHERN PLAINS COOP,,RAIL,RAIL,BNSF,522530000,57472,"SELBY, SD"
"",US,42.55669,-73.8379,SELKIRK NY- RR STATION,"","",RAIL,RAIL,CSXT,173448000,12158,"SELKIRK, NY"
500 N MAIN,US,36.1384,-90.1592,NUTRIEN AG-SENATH MO,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",63876,"SENATH, MO"
2916 RODMAN DR,US,42.924804,-76.78657,FINGERLAKES AGRONOMICS-SENECA FALLS,FINGERLAKES AGRONOMICS INC,,RAIL,RAIL,CSXT|FGLK|NS,183520000,13148,"SENECA FALLS, NY"
737 DUPONT RD,US,41.3019792,-88.5878112,"SENECA, IL - CF",CF INDUSTRIES INC,0017000000yIV1T,TRUCK,TRUCK,,,61360,"SENECA, IL"
400 E SHIPYARD RD,US,41.302711,-88.598426,"SENECA, IL - OAKLEY",OAKLEY FERTILIZER INC,0017000000yIUtL,RAIL|TRUCK,RAIL|TRUCK,CSXT,384842000,61360,"SENECA, IL"
"",US,41.3273,-88.6097,SENECA IL- RR STATION,"","",RAIL,RAIL,IAIS,384842000,61360,"SENECA, IL"
1226 104TH RD,US,39.752633,-96.030608,NUTRIEN AG-SENECA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,,,66538,"SENECA, KS"
223 E MAIN ST,US,39.834888,-96.054543,AG PARTNERS-SENECA,AG PARTNERS COOP,0017000000yIV3H,RAIL|TRUCK,RAIL|TRUCK,UP,582150000,66538,"SENECA, KS"
"",US,35.15777,-99.17527,SENTINEL OK- RR STATION,"","",RAIL,RAIL,GNBC,635790000,73664,"SENTINEL, OK"
100 S HOWELL,US,35.1562441,-99.1806796,"WESTERN PRODUCERS SENTINEL, OK",WESTERN PRODUCERS COOP,,RAIL|TRUCK,RAIL|TRUCK,FMRC,635790000,73664,"SENTINEL, OK"
2735 PT NEAL CR RD,US,42.309,-96.3611,KF- SERGEANT BLUFF,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,UP,547464000,51054,"SERGEANT BLUFF, IA"
2717 PORT NEAL RD,US,42.3103,-96.3612,THE ANDERSONS-PORT NEAL,THE ANDERSONS INC,0017000000yIUq2,RAIL|TRUCK,RAIL|TRUCK,UP,547464000,51054,"SERGEANT BLUFF, IA"
1182 260TH ST,US,42.3286343,-96.3784964,CF PORT NEAL,CF INDUSTRIES INC,0017000000yIV1T,RAIL|TRUCK,RAIL|TRUCK,UP,547464000,51054,"SERGEANT BLUFF, IA"
2753 PORT NEAL RD,US,42.3949,-96.3554,AG PROCESSING (SERGEANT BLUFF),AG PROCESSING INC,0017000000yW3ki,TRUCK|RAIL,TRUCK|RAIL,UP,547464000,51054,"SERGEANT BLUFF, IA"
"",US,41.01102,-81.86378,SEVILLE OH- RR STATION,"","",RAIL,RAIL,CSXT,345184000,44273,"SEVILLE, OH"
465 S RAILROAD ST,US,40.9091,-97.1002,CENTRAL VALLEY-SEWARD,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,RAIL|TRUCK,RAIL|TRUCK,BNSF,554753000,68434,"SEWARD, NE"
120 S 4TH ST,US,40.6805,-93.1196,HELENA AGRIENTERPRISES-SEYMOUR,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",52590,"SEYMOUR, IA"
101 MEADOWBROOK DR,US,38.9543947,-85.8626535,ANDERSONS SEYMOUR,THE ANDERSONS INC,0017000000yIUq2,RAIL|TRUCK,RAIL|TRUCK,CSXT,375111000,47274,"SEYMOUR, IN"
7632 COUNTY RD 101 SHAKOPEE MN 55379,US,44.7916,-93.4195,MACROSOURCE LLC-SHAKOPEE,MACROSOURCE LLC,0014u00001zo2Xu,TRUCK,TRUCK,"","",55379,"SHAKOPEE, MN"
6327 S MONTAGUE RD,US,42.209,-89.6778,NUTRIEN AG-SHANNON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61078,"SHANNON, IL"
695 KANSAS 27,US,38.8808,-101.7493,UNITED PLAINS-SHARON SPRINGS,UNITED PLAINS AG FLYING V,,TRUCK,TRUCK,,,67758,"SHARON SPRINGS, KS"
102 N FRONT ST,US,38.8950377,-101.7486922,CHS INC-SHARON SPRINGS,CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,UP,596455000,67758,"SHARON SPRINGS, KS"
1212 BAY LAKES RD,US,44.768106,-88.55572,UNITED COOPERATIVE-SHAWANO,UNITED COOPERATIVE,,RAIL|TRUCK,RAIL|TRUCK,CN|FOXY,325250000,54166,"SHAWANO, WI"
119 CENTRAL LN,US,36.4106928,-76.0944788,"NUTRIEN AG SHAWBORO, NC",NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CA,401153000,27973,"SHAWBORO, NC"
218 MARKET ST,US,37.6925,-88.1404,NUTRIEN AG-SHAWNEETOWN,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62984,"SHAWNEETOWN, IL"
,US,43.7359,-87.7286,HEXION INC (SHEBOYGAN),HEXION INC,0017000000yIW2f,TRUCK|RAIL,TRUCK|RAIL,UP,332140000,53081,"SHEBOYGAN, WI"
30055 1ST ST,US,44.4609009,-123.1087422,"WILBURELLIS COMPANY SHEDD, OR",WILBURELLIS COMPANY,0017000000yIUoL,RAIL|TRUCK,RAIL|TRUCK,UP,854592000,97377,"SHEDD, OR"
2036 OLIVE AVE,US,42.8895,-93.2211,AGVANTAGE FS-SHEFFIELD,AGVANTAGE FS INC,0010g00001eOKQY,TRUCK,TRUCK,"","",50475,"SHEFFIELD, IA"
20182 IL HWY 40,US,41.4418,-89.6834,NUTRIEN AG-SHEFFIELD,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61361,"SHEFFIELD, IL"
32216 385TH ST,US,41.483532,-95.451396,FARM SERVICE-SHELBY,FARM SERVICE COOP,0017000000yIUzJ,TRUCK,TRUCK,"","",51570,"SHELBY, IA"
"",US,41.19571,-87.35175,SHELBY IN- RR STATION,"","",RAIL,RAIL,CSXT,363594000,46377,"SHELBY, IN"
